# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Apr 26 22:53:54 2021
#
# COLUMN toi:            TESS Object of Interest
# COLUMN toipfx:         TESS Object of Interest Prefix
# COLUMN tid:            TESS Input Catalog ID
# COLUMN ctoi_alias:     Community TESS Object of Interest Alias
# COLUMN pl_pnum:        Pipeline Signal ID
# COLUMN tfopwg_disp:    TFOPWG Dispostion (CP | FP | KP | PC)
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN raerr1:         RA Upper Unc
# COLUMN raerr2:         RA Lower Unc
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN decerr1:        Dec Upper Unc
# COLUMN decerr2:        Dec Lower Unc
# COLUMN st_pmra:        PMRA [mas/yr]
# COLUMN st_pmraerr1:    PMRA Upper Unc [mas/yr]
# COLUMN st_pmraerr2:    PMRA Lower Unc [mas/yr]
# COLUMN st_pmralim:     PMRA Limit Flag
# COLUMN st_pmrasymerr:  PMRA Symmetric Error Flag
# COLUMN st_pmdec:       PMDec [mas/yr]
# COLUMN st_pmdecerr1:   PMDec Upper Unc [mas/yr]
# COLUMN st_pmdecerr2:   PMDec Lower Unc [mas/yr]
# COLUMN st_pmdeclim:    PMDec Limit Flag
# COLUMN st_pmdecsymerr: PMDec Symmetric Error Flag
# COLUMN pl_tranmid:     Planet Transit Midpoint Value [BJD]
# COLUMN pl_tranmiderr1: Planet Transit Midpoint Upper Unc [BJD]
# COLUMN pl_tranmiderr2: Planit Transit Midpoint Lower Unc [BJD]
# COLUMN pl_tranmidlim:  Planet Transit Midpoint Limit Flag
# COLUMN pl_tranmidsymerr: Planet Transit Midpoint Symmetric Error Flag
# COLUMN pl_orbper:      Planet Orbital Period Value [days]
# COLUMN pl_orbpererr1:  Planet Orbital Period Upper Unc [days]
# COLUMN pl_orbpererr2:  Planet Orbital Period Lower Unc [days]
# COLUMN pl_orbperlim:   Planet Orbital Period Limit Flag
# COLUMN pl_orbpersymerr: Planet Orbital Period Symmetric Error Flag
# COLUMN pl_trandurh:    Planet Transit Duration Value [hours]
# COLUMN pl_trandurherr1: Planet Transit Duration Upper Unc [hours]
# COLUMN pl_trandurherr2: Planet Transit Duration Lower Unc [hours]
# COLUMN pl_trandurhlim: Planet Transit Duration Limit Flag
# COLUMN pl_trandurhsymerr: Planet Transit Duration Symmetric Error Flag
# COLUMN pl_trandep:     Planet Transit Depth Value [ppm]
# COLUMN pl_trandeperr1: Planet Transit Depth Upper Unc [ppm]
# COLUMN pl_trandeperr2: Planet Transit Depth Lower Unc [ppm]
# COLUMN pl_trandeplim:  Planet Transit Depth Limit Flag
# COLUMN pl_trandepsymerr: Planet Transit Depth Symmetric Error Flag
# COLUMN pl_rade:        Planet Radius Value [R_Earth]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc [R_Earth]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc [R_Earth]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radesymerr:  Planet Radius Symmetric Error Flag
# COLUMN pl_insol:       Planet Insolation Value [Earth flux]
# COLUMN pl_insolerr1:   Planet Insolation Upper Unc [Earth flux]
# COLUMN pl_insolerr2:   Planet Insolation Lower Unc [Earth flux]
# COLUMN pl_insollim:    Planet Insolation Limit Flag
# COLUMN pl_insolsymerr: Planet Insolation Symmetric Error Flag
# COLUMN pl_eqt:         Planet Equilibrium Temperature Value [K]
# COLUMN pl_eqterr1:     Planet Equilibrium Temperature Upper Unc [K]
# COLUMN pl_eqterr2:     Planet Equilibrium Temperature Lower Unc [K]
# COLUMN pl_eqtlim:      Planet Equilibrium Temperature Limit Flag
# COLUMN pl_eqtsymerr:   Planet Equilibrium Temperature Symmetric Error Flag
# COLUMN st_tmag:        TESS Magnitude
# COLUMN st_tmagerr1:    TESS Magnitude Upper Unc
# COLUMN st_tmagerr2:    TESS Magnitude Lower Unc
# COLUMN st_tmaglim:     TESS Magnitude Limit Flag
# COLUMN st_tmagsymerr:  TESS Magnitude Symmetric Error Flag
# COLUMN st_dist:        Stellar Distance [pc]
# COLUMN st_disterr1:    Stellar Distance Upper Unc [pc]
# COLUMN st_disterr2:    Stellar Distance Lower Unc [pc]
# COLUMN st_distlim:     Stellar Distance Limit Flag
# COLUMN st_distsymerr:  Stellar Distance Symmetric Error Flag
# COLUMN st_teff:        Stellar Effective Temperature Value [K]
# COLUMN st_tefferr1:    Stellar Effective Termperature Upper Unc [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_teffsymerr:  Stellar Effective Temperature Symmetric Error Flag
# COLUMN st_logg:        Stellar log(g) Value [cm/s**2]
# COLUMN st_loggerr1:    Stellar log(g) Upper Unc [cm/s**]
# COLUMN st_loggerr2:    Stellar log(g) Lower Unc [cm/s**2]
# COLUMN st_logglim:     Stellar log(g) Limit Flag
# COLUMN st_loggsymerr:  Stellar log(g) Symmetric Error Flag
# COLUMN st_rad:         Stellar Radius Value [R_Sun]
# COLUMN st_raderr1:     Stellar Radius Upper Unc [R_Sun]
# COLUMN st_raderr2:     Stellar Radius Lower Unc [R_Sun]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_radsymerr:   Stellar Radius Symmetric Error Flag
# COLUMN toi_created:    TOI Created Date
# COLUMN rowupdate:      Date Modified
#
toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,raerr1,raerr2,decstr,dec,decerr1,decerr2,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmrasymerr,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,st_pmdecsymerr,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidsymerr,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpersymerr,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandurhsymerr,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepsymerr,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radesymerr,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insolsymerr,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtsymerr,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_tmagsymerr,st_dist,st_disterr1,st_disterr2,st_distlim,st_distsymerr,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffsymerr,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggsymerr,st_rad,st_raderr1,st_raderr2,st_radlim,st_radsymerr,toi_created,rowupdate
1489.01,1489,219751469,219751469.01,1,PC,17h24m47.96s,261.1998480,,,+61d25m24.68s,61.4235210,,,-8.9140000,0.048,-0.048,0,1,22.4110000,0.048,-0.048,0,1,2458690.0492100,0.022540,-0.022540,0,1,6.9830100,0.0023400,-0.0023400,0,1,3.4720000,0.9030000,-0.9030000,0,1,270.0000000,2.0437600,-2.0437600,0,1,13.6402000,,,0,1,148.8180000,,,,,973.0000000,,,,,8.2285000,0.007,-0.007,0,1,411.5320000,4.4790000,-4.4790000,0,1,5118.0000000,122.0000000,-122.0000000,0,1,,,,0,1,8.4000000,,,0,1,2019-12-05 21:41:09,2021-04-01 12:01:10
149.01,149,260985861,260985861.01,1,PC,05h06m32.44s,76.6351760,,,-80d46m04.83s,-80.7680090,,,-7.9100000,0.160,-0.160,0,1,22.7070000,0.195,-0.195,0,1,2459038.8135120,0.001128,-0.001128,0,1,3.3399600,0.0000100,-0.0000100,0,1,4.0170000,0.0790000,-0.0790000,0,1,4810.0000000,0.3893490,-0.3893490,0,1,,,,0,1,657.4520000,,,,,1410.0000000,,,,,10.8727000,0.010,-0.010,0,1,380.8100000,9.2885000,-9.2885000,0,1,5095.6000000,1212.6000000,-1212.6000000,0,1,,,,0,1,,,,0,1,2018-09-05 18:35:00,2020-10-30 01:59:02
1490.01,1490,283474780,283474780.01,1,PC,00h52m04.24s,13.0176760,,,+36d23m34.85s,36.3930130,,,51.3640000,0.071,-0.071,0,1,17.9500000,0.075,-0.075,0,1,2458765.9143500,0.014170,-0.014170,0,1,3.9943000,0.0033900,-0.0033900,0,1,4.8760000,0.8720000,-0.8720000,0,1,550.0000000,1.9233000,-1.9233000,0,1,11.9767000,,,0,1,746.6660000,,,,,1456.0000000,,,,,8.3951100,0.006,-0.006,0,1,247.1120000,2.8860000,-2.8860000,0,1,4939.0000000,122.0000000,-122.0000000,0,1,,,,0,1,5.1100000,,,0,1,2019-12-05 21:41:09,2020-12-03 12:00:40
1491.01,1491,53875855,53875855.01,1,PC,00h58m36.71s,14.6529470,,,+34d08m52.95s,34.1480420,,,36.6050000,0.057,-0.057,0,1,-50.2230000,0.058,-0.058,0,1,2458769.1614300,0.003290,-0.003290,0,1,4.4932100,0.0011900,-0.0011900,0,1,3.0020000,0.2160000,-0.2160000,0,1,2680.0000000,2.4051900,-2.4051900,0,1,6.2372800,0.3682090,-0.3682090,0,1,368.9670000,,,,,1220.0000000,,,,,10.3996000,0.006,-0.006,0,1,204.8810000,1.5870000,-1.5870000,0,1,5899.0000000,139.7000000,-139.7000000,0,1,4.2900000,0.0800000,-0.0800000,0,1,1.2300000,0.0600000,-0.0600000,0,1,2019-12-05 21:41:09,2021-01-09 12:01:24
1492.01,1492,354594208,354594208.01,1,FP,00h07m33.07s,1.8878050,,,+32d26m15.11s,32.4375300,,,-4.4880000,0.051,-0.051,0,1,-56.0560000,0.025,-0.025,0,1,2458765.2281490,0.003790,-0.003790,0,1,0.8667300,0.0002100,-0.0002100,0,1,1.0890000,0.2230000,-0.2230000,0,1,662.9249880,2.9305500,-2.9305500,0,1,3.5464700,0.3690810,-0.3690810,0,1,1519.9599610,,,,,1739.0000000,,,,,9.7611900,0.006,-0.006,0,1,163.0830000,1.1870000,-1.1870000,0,1,5904.0000000,249.1000060,-249.1000060,0,1,4.3100000,0.0700000,-0.0700000,0,1,1.2500000,0.1000000,-0.1000000,0,1,2019-12-05 21:41:09,2020-03-04 12:58:47
1493.01,1493,15692883,15692883.01,1,CP,01h09m53.94s,17.4747400,,,+25d40m53.94s,25.6816490,,,-24.1730000,0.091,-0.091,0,1,-10.7020000,0.074,-0.074,0,1,2458764.8563000,0.002600,-0.002600,0,1,5.1412400,0.0009600,-0.0009600,0,1,5.4050000,0.8020000,-0.8020000,0,1,3710.0000000,4.5681400,-4.5681400,0,1,18.0411000,1.1074200,-1.1074200,0,1,1594.7600000,,,,,1760.0000000,,,,,9.7116000,0.010,-0.010,0,1,371.4140000,6.1705000,-6.1705000,0,1,6064.0000000,131.7000000,-131.7000000,0,1,3.5700000,0.0800000,-0.0800000,0,1,2.9000000,0.1400000,-0.1400000,0,1,2019-12-05 21:41:09,2020-10-30 12:00:34
1494.01,1494,411608801,411608801.01,1,CP,01h15m58.87s,18.9953120,,,+21d37m00.86s,21.6169060,,,21.6720000,0.078,-0.078,0,1,-9.2210000,0.068,-0.068,0,1,2458765.6035600,0.001140,-0.001140,0,1,5.0264700,0.0004200,-0.0004200,0,1,2.7600000,0.3600000,-0.3600000,0,1,7280.0000000,4.0447000,-4.0447000,0,1,13.2793000,0.6810070,-0.6810070,0,1,583.4360000,,,,,1369.0000000,,,,,10.3002000,0.009,-0.009,0,1,278.5140000,3.3470000,-3.3470000,0,1,6434.0000000,129.5000000,-129.5000000,0,1,4.2100000,0.0900000,-0.0900000,0,1,1.4800000,0.0700000,-0.0700000,0,1,2019-12-05 21:41:09,2020-10-30 12:00:34
1495.01,1495,431148743,431148743.01,1,FP,22h19m55.51s,334.9813120,,,+53d39m44.99s,53.6624970,,,-6.4920000,0.126,-0.126,0,1,-2.6220000,0.121,-0.121,0,1,2458738.9395400,0.002920,-0.002920,0,1,2.6286400,0.0002400,-0.0002400,0,1,2.8910000,0.3190000,-0.3190000,0,1,690.0000000,0.6791550,-0.6791550,0,1,,,,0,1,113.1390000,,,,,908.0000000,,,,,8.7061010,0.008,-0.008,0,1,1610.7900000,205.3650000,-205.3650000,0,1,3294.0000000,11.9000000,-11.9000000,0,1,,,,0,1,,,,0,1,2019-12-05 21:41:09,2020-07-04 12:00:29
1496.01,1496,384045439,384045439.01,1,FP,21h49m06.23s,327.2759420,,,+53d17m37.56s,53.2937680,,,174.7080000,0.053,-0.053,0,1,10.0080000,0.045,-0.045,0,1,2458743.8706600,0.001890,-0.001890,0,1,10.8266100,0.0006400,-0.0006400,0,1,6.8770000,0.2740000,-0.2740000,0,1,5890.0000000,1179.2400000,-1179.2400000,0,1,11.5303000,2.6615700,-2.6615700,0,1,760.6670000,,,,,1463.0000000,,,,,10.0478000,0.006,-0.006,0,1,78.3164000,0.1766000,-0.1766000,0,1,5113.0000000,122.4000000,-122.4000000,0,1,4.7100000,0.0900000,-0.0900000,0,1,0.6800000,0.0400000,-0.0400000,0,1,2019-12-05 21:41:09,2020-09-25 12:00:32
1497.01,1497,371673488,371673488.01,1,PC,22h52m55.97s,343.2332170,,,+59d51m03.42s,59.8509510,,,4.3260000,0.044,-0.044,0,1,-2.1680000,0.043,-0.043,0,1,2458765.4808100,0.005570,-0.005570,0,1,0.8158000,0.0003500,-0.0003500,0,1,2.3530000,0.3510000,-0.3510000,0,1,390.0000000,0.8619880,-0.8619880,0,1,3.6908800,0.2323360,-0.2323360,0,1,41590.9000000,,,,,3978.0000000,,,,,9.9571700,0.006,-0.006,0,1,405.1740000,4.5835000,-4.5835000,0,1,8911.0000000,721.2000000,-721.2000000,0,1,4.2600000,0.0900000,-0.0900000,0,1,1.8500000,0.0700000,-0.0700000,0,1,2019-12-05 21:41:09,2020-11-17 12:00:42
1498.01,1498,316402246,316402246.01,1,FP,21h27m53.64s,321.9734800,,,+54d31m11.34s,54.5198180,,,12.3230000,0.071,-0.071,0,1,16.8710000,0.071,-0.071,0,1,2458715.8798400,0.000410,-0.000410,0,1,1.3978700,0.0000100,-0.0000100,0,1,2.4520000,0.0320000,-0.0320000,0,1,6590.0000000,417.2440000,-417.2440000,0,1,28.9755000,3.6820900,-3.6820900,0,1,31208.6000000,,,,,3702.0000000,,,,,9.6788000,0.006,-0.006,0,1,265.4020000,2.8785000,-2.8785000,0,1,8014.0000000,142.1000000,-142.1000000,0,1,4.3200000,0.0700000,-0.0700000,0,1,1.6000000,0.0500000,-0.0500000,0,1,2019-12-05 21:41:09,2020-06-08 12:00:26
1499.01,1499,414870287,414870287.01,1,FP,22h27m29.44s,336.8726710,,,+59d26m01.64s,59.4337900,,,-3.1860000,0.100,-0.100,0,1,-2.4190000,0.090,-0.090,0,1,2458740.8588870,0.006250,-0.006250,0,1,4.9589800,0.0010700,-0.0010700,0,1,1.8310000,0.3420000,-0.3420000,0,1,230.2319950,1.1185900,-1.1185900,0,1,,,,0,1,12.9920000,,,,,528.0000000,,,,,7.8165000,0.026,-0.026,0,1,2509.8600000,350.1750000,-350.1750000,0,1,3295.0000000,43.9000020,-43.9000020,0,1,,,,0,1,,,,0,1,2019-12-05 21:41:09,2020-03-04 12:58:47
150.01,150,271893367,271893367.01,1,CP,07h31m51.7s,112.9654210,,,-73d36m21.73s,-73.6060360,,,-15.2150000,0.029,-0.029,0,1,27.1440000,0.033,-0.033,0,1,2459257.6117720,0.001040,-0.001040,0,1,5.8559220,0.0005640,-0.0005640,0,1,5.8446410,0.0967240,-0.0967240,0,1,6622.9765400,140.2875800,-140.2875800,0,1,13.8391160,0.6822780,-0.6822780,0,1,751.1760800,,,,,1335.2272500,,,,,10.9031000,0.006,-0.006,0,1,336.2670000,1.9160000,-1.9160000,0,1,5982.9000000,108.8000000,-108.8000000,0,1,4.0300000,0.0800000,-0.0800000,0,1,1.6798700,0.0741260,-0.0741260,0,1,2018-09-05 18:34:59,2021-04-22 16:00:02
1500.01,1500,377420580,377420580.01,1,FP,22h47m51.54s,341.9647580,,,+60d10m25.09s,60.1736350,,,82.1400000,2.000,-2.000,0,1,29.7600000,2.000,-2.000,0,1,2458765.5829900,0.008110,-0.008110,0,1,1.4166000,0.0007100,-0.0007100,0,1,2.3310000,0.3200000,-0.3200000,0,1,710.0000000,1.6423500,-1.6423500,0,1,,,,0,1,1283.1100000,,,,,1667.0000000,,,,,10.1871000,0.006,-0.006,0,1,89.1560000,,,0,1,4980.0000000,108.9000000,-108.9000000,0,1,,,,0,1,,,,0,1,2019-12-05 21:41:09,2020-07-18 12:00:24
1501.01,1501,329145325,329145325.01,1,FP,22h10m51.02s,332.7125720,,,+59d39m01.99s,59.6505540,,,-14.0440000,0.054,-0.054,0,1,-9.2290000,0.047,-0.047,0,1,2458739.6038600,0.003130,-0.003130,0,1,1.0767200,0.0001100,-0.0001100,0,1,2.7500000,0.0630000,-0.0630000,0,1,3840.0000000,918.5110000,-918.5110000,0,1,17.3316000,5.3193700,-5.3193700,0,1,64283.4000000,,,,,4436.0000000,,,,,10.4089000,0.006,-0.006,0,1,351.0790000,3.2410000,-3.2410000,0,1,7274.0000000,508.9000000,-508.9000000,0,1,4.2500000,0.1100000,-0.1100000,0,1,1.5800000,0.0600000,-0.0600000,0,1,2019-12-05 21:41:09,2021-01-22 12:01:33
1502.01,1502,410528770,410528770.01,1,FP,21h52m51.82s,328.2158970,,,+60d34m08.96s,60.5691560,,,18.0670000,0.053,-0.053,0,1,11.9150000,0.045,-0.045,0,1,2458740.8159800,0.002600,-0.002600,0,1,2.7534700,0.0002500,-0.0002500,0,1,3.4630000,0.2270000,-0.2270000,0,1,2880.0000000,647.8970000,-647.8970000,0,1,22.6417000,6.8428600,-6.8428600,0,1,7188.3300000,,,,,2565.0000000,,,,,10.4824000,0.006,-0.006,0,1,387.9820000,4.5045000,-4.5045000,0,1,5647.0000000,144.2000000,-144.2000000,0,1,3.6800000,0.0800000,-0.0800000,0,1,2.4100000,0.1300000,-0.1300000,0,1,2019-12-05 21:41:09,2020-12-27 12:01:02
1503.01,1503,428065977,428065977.01,1,PC,22h36m28.89s,339.1203720,,,+52d06m56.57s,52.1157140,,,11.4730000,0.098,-0.098,0,1,-10.3650000,0.067,-0.067,0,1,2458739.1409400,0.011740,-0.011740,0,1,1.6544500,0.0006700,-0.0006700,0,1,3.1940000,0.6760000,-0.6760000,0,1,610.0000000,2.0435500,-2.0435500,0,1,3.5808200,0.2762210,-0.2762210,0,1,8203.7800000,,,,,2651.0000000,,,,,10.2347000,0.012,-0.012,0,1,289.1160000,4.3655000,-4.3655000,0,1,6928.0000000,149.8000000,-149.8000000,0,1,4.2900000,0.0900000,-0.0900000,0,1,1.4600000,0.0600000,-0.0600000,0,1,2019-12-05 21:41:09,2020-12-03 12:00:40
1504.01,1504,326114850,326114850.01,1,FP,22h06m16.78s,331.5699080,,,+52d42m06.9s,52.7019170,,,39.9100000,0.084,-0.084,0,1,-4.5870000,0.061,-0.061,0,1,2458739.3780700,0.003470,-0.003470,0,1,1.2456400,0.0001700,-0.0001700,0,1,1.3530000,0.3130000,-0.3130000,0,1,630.0000000,1.7243700,-1.7243700,0,1,3.6920100,0.2785430,-0.2785430,0,1,1633.8400000,,,,,1771.0000000,,,,,9.9864500,0.006,-0.006,0,1,231.2730000,2.5675000,-2.5675000,0,1,6194.0000000,130.4000000,-130.4000000,0,1,4.1600000,0.0800000,-0.0800000,0,1,1.5000000,0.0700000,-0.0700000,0,1,2019-12-05 21:41:09,2020-06-25 12:00:23
1505.01,1505,331034236,331034236.01,1,PC,21h44m21.96s,326.0915060,,,+58d33m05.64s,58.5515670,,,-34.8220000,0.058,-0.058,0,1,-26.7760000,0.050,-0.050,0,1,2458740.6949100,0.009000,-0.009000,0,1,3.4298500,0.0012000,-0.0012000,0,1,3.6780000,0.7640000,-0.7640000,0,1,480.0000000,1.2005500,-1.2005500,0,1,4.5594500,0.3199260,-0.3199260,0,1,1579.6000000,,,,,1756.0000000,,,,,9.2711600,0.006,-0.006,0,1,236.7340000,1.4865000,-1.4865000,0,1,6338.0000000,144.5000000,-144.5000000,0,1,3.9000000,0.0900000,-0.0900000,0,1,2.0700000,0.0900000,-0.0900000,0,1,2019-12-05 21:41:09,2020-10-30 01:59:02
1506.01,1506,64836837,64836837.01,1,PC,22h35m11.17s,338.7965290,,,+55d01m51.69s,55.0310260,,,-6.3320000,0.072,-0.072,0,1,-5.3680000,0.061,-0.061,0,1,2458742.6867200,0.004210,-0.004210,0,1,10.9118800,0.0014200,-0.0014200,0,1,2.4270000,0.2710000,-0.2710000,0,1,1670.0000000,2.6663800,-2.6663800,0,1,14.1108000,0.8133970,-0.8133970,0,1,261.0580000,,,,,1119.0000000,,,,,9.8115000,0.017,-0.017,0,1,705.8510000,19.4175000,-19.4175000,0,1,9195.0000000,235.0000000,-235.0000000,0,1,3.7500000,0.0700000,-0.0700000,0,1,3.3700000,0.1300000,-0.1300000,0,1,2019-12-05 21:41:09,2020-12-03 12:00:40
1507.01,1507,430677414,430677414.01,1,FP,22h14m40.73s,333.6697050,,,+53d14m22.41s,53.2395570,,,-9.9140000,0.057,-0.057,0,1,-13.2630000,0.053,-0.053,0,1,2458738.9304200,0.001150,-0.001150,0,1,0.4674100,0.0000200,-0.0000200,0,1,1.2500000,0.0200000,-0.0200000,0,1,1592.1199950,446.3909910,-446.3909910,0,1,7.7780400,4.1278500,-4.1278500,0,1,137211.0000000,,,,,5361.0000000,,,,,8.4171800,0.006,-0.006,0,1,195.5420000,1.4165000,-1.4165000,0,1,7960.5000000,143.8000030,-143.8000030,0,1,4.2300000,0.0800000,-0.0800000,0,1,1.7700000,0.0600000,-0.0600000,0,1,2019-12-05 21:41:09,2020-03-04 12:58:47
1508.01,1508,415741431,415741431.01,1,PC,22h36m34.64s,339.1443500,,,+58d16m33.82s,58.2760610,,,-5.4690000,0.060,-0.060,0,1,-2.7520000,0.049,-0.049,0,1,2458739.7045600,0.004980,-0.004980,0,1,2.1568000,0.0004000,-0.0004000,0,1,2.2460000,0.3960000,-0.3960000,0,1,1020.0000000,2.5807900,-2.5807900,0,1,12.1828000,0.8348190,-0.8348190,0,1,4273.0700000,,,,,2252.0000000,,,,,10.4710000,0.020,-0.020,0,1,852.2330000,25.2190000,-25.2190000,0,1,8326.0000000,230.8000000,-230.8000000,0,1,3.5800000,0.0800000,-0.0800000,0,1,3.8700000,0.1500000,-0.1500000,0,1,2019-12-05 21:41:09,2020-11-17 12:00:42
1509.01,1509,272828463,272828463.01,1,FP,23h46m21.32s,356.5888340,,,+60d29m13.29s,60.4870250,,,8.8640000,0.041,-0.041,0,1,-2.6640000,0.035,-0.035,0,1,2458765.0405700,0.002020,-0.002020,0,1,0.7887700,0.0000500,-0.0000500,0,1,1.5770000,0.0420000,-0.0420000,0,1,1350.0000000,290.0280000,-290.0280000,0,1,19.4628000,5.5292600,-5.5292600,0,1,93169.2000000,,,,,4867.0000000,,,,,9.4221800,0.006,-0.006,0,1,431.1400000,4.9715000,-4.9715000,0,1,7856.0000000,606.1000000,-606.1000000,0,1,3.7800000,0.1000000,-0.1000000,0,1,2.9100000,0.1400000,-0.1400000,0,1,2019-12-05 21:41:09,2020-08-01 12:00:22
151.01,151,382302241,382302241.01,1,FP,05h33m23.79s,83.3491210,,,-58d44m42.33s,-58.7450930,,,28.9920000,0.046,-0.046,0,1,25.4030000,0.060,-0.060,0,1,2458326.0493160,0.003310,-0.003310,0,1,1.5978300,0.0003400,-0.0003400,0,1,1.4900000,0.2960000,-0.2960000,0,1,1713.6899410,4.5600000,-4.5600000,0,1,3.5999500,0.2072550,-0.2072550,0,1,955.6760250,,,,,1548.0000000,,,,,11.0264000,0.006,-0.006,0,1,137.5040000,0.4555000,-0.4555000,0,1,5037.6000980,64.8000030,-64.8000030,0,1,4.7200000,0.2000000,-0.2000000,0,1,0.7900000,0.0200000,-0.0200000,0,1,2018-09-05 18:34:59,2019-12-17 10:00:02
1510.01,1510,377739433,377739433.01,1,FP,23h14m17.81s,348.5741880,,,+65d57m28.7s,65.9579720,,,34.1830000,0.049,-0.049,0,1,6.0270000,0.048,-0.048,0,1,2458764.8252200,0.005550,-0.005550,0,1,1.2385200,0.0002300,-0.0002300,0,1,3.1380000,0.3830000,-0.3830000,0,1,440.0000000,0.9501700,-0.9501700,0,1,7.1171200,0.4850250,-0.4850250,0,1,9304.0600000,,,,,2736.0000000,,,,,10.1975000,0.022,-0.022,0,1,500.5430000,7.8005000,-7.8005000,0,1,6524.0000000,188.4000000,-188.4000000,0,1,3.5000000,0.0900000,-0.0900000,0,1,3.4000000,0.1500000,-0.1500000,0,1,2019-12-05 21:41:09,2021-03-25 12:01:17
1511.01,1511,376682699,376682699.01,1,FP,22h41m24.54s,340.3522590,,,+69d04m28.01s,69.0744470,,,4.3810000,0.047,-0.047,0,1,-0.3150000,0.044,-0.044,0,1,2458765.1529900,0.001130,-0.001130,0,1,1.1026400,0.0000500,-0.0000500,0,1,2.4190000,0.0450000,-0.0450000,0,1,2940.0000000,743.1720000,-743.1720000,0,1,24.3905000,6.0354700,-6.0354700,0,1,143773.0000000,,,,,5424.0000000,,,,,10.3810000,0.027,-0.027,0,1,544.2330000,7.6810000,-7.6810000,0,1,9218.0000000,397.9000000,-397.9000000,0,1,4.2100000,0.0700000,-0.0700000,0,1,2.0000000,0.0600000,-0.0600000,0,1,2019-12-05 21:41:10,2020-06-10 12:00:22
1512.01,1512,434718964,434718964.01,1,PC,23h01m57.14s,345.4880660,,,+64d04m02.41s,64.0673370,,,,,,,,,,,,,2458765.7933100,0.004280,-0.004280,0,1,1.5974800,0.0002400,-0.0002400,0,1,2.7430000,0.2280000,-0.2280000,0,1,550.0000000,37.1263000,-37.1263000,0,1,,,,0,1,,,,,,,,,,,10.2620000,1.000,-1.000,0,1,,,,0,1,,,,0,1,,,,0,1,,,,0,1,2019-12-05 21:41:10,2020-05-20 16:00:02
1513.01,1513,269509393,269509393.01,1,FP,23h21m29.71s,350.3737960,,,+60d10m32.29s,60.1756370,,,49.0530000,0.042,-0.042,0,1,11.5220000,0.039,-0.039,0,1,2458764.8441700,0.006980,-0.006980,0,1,1.7658900,0.0008700,-0.0008700,0,1,3.8070000,0.8200000,-0.8200000,0,1,730.0000000,2.2734900,-2.2734900,0,1,4.0659700,0.3164300,-0.3164300,0,1,6579.9700000,,,,,2509.0000000,,,,,10.2866000,0.006,-0.006,0,1,275.9060000,2.0795000,-2.0795000,0,1,6221.0000000,156.4000000,-156.4000000,0,1,4.1300000,0.0900000,-0.0900000,0,1,1.5500000,0.0700000,-0.0700000,0,1,2019-12-05 21:41:10,2021-03-05 12:01:08
1514.01,1514,270238522,270238522.01,1,FP,23h26m35.62s,351.6484170,,,+64d18m16.92s,64.3046990,,,-4.3610000,0.052,-0.052,0,1,-5.1850000,0.055,-0.055,0,1,2458765.4763600,0.006290,-0.006290,0,1,1.3699100,0.0002800,-0.0002800,0,1,4.1560000,0.2850000,-0.2850000,0,1,1170.0000000,1.2065300,-1.2065300,0,1,11.8886000,0.6553200,-0.6553200,0,1,18625.3000000,,,,,3254.0000000,,,,,7.5586000,0.006,-0.006,0,1,242.0060000,1.9745000,-1.9745000,0,1,7339.8000000,150.7000000,-150.7000000,0,1,3.5600000,0.0800000,-0.0800000,0,1,3.6400000,0.1500000,-0.1500000,0,1,2019-12-05 21:41:10,2021-03-26 16:00:02
